X,Y,substrict,time,price,type,direction,square,price per m2,PageUrl
116.487808,39.889853,平乐园小区,1905/7/7,163-168,1室1厅1厨1卫,南 北,46.3,35205-36285,https://bj.ke.com/chengjiao/BJCY87194394.html
116.487808,39.889853,平乐园小区,1905/7/7,160-177,1室1厅1厨1卫,南,52.12,30698-33960,https://bj.ke.com/chengjiao/BJCY89173137.html
116.483653,39.88914,禧福汇,1905/7/7,200-205,1室0厅1厨1卫,南,44,45455-46591,https://bj.ke.com/chengjiao/BJCY88372178.html
116.483653,39.88914,禧福汇,1905/7/7,481-490,#NAME?,暂无数据,103.27,46577-47448,https://bj.ke.com/chengjiao/BJ0000587812.html
116.481662,39.878749,松榆东里,1905/7/7,143-158,1室1厅1厨1卫,南 北,45.96,31114-34378,https://bj.ke.com/chengjiao/BJCY88327650.html
116.487808,39.889853,平乐园小区,1905/7/7,228-252,3室1厅1厨1卫,东北,81.5,27975-30920,https://bj.ke.com/chengjiao/BJCY88684990.html
116.480977,39.886406,磨房北里,2015.03.02,230,3室1厅1厨1卫,南 北,74.53,30860,https://bj.ke.com/chengjiao/BJCY88308308.html
116.483653,39.88914,禧福汇,2015.03.08,630,3室2厅1厨2卫,南 北,139.66,45110,https://bj.ke.com/chengjiao/BJCY88784190.html
116.487808,39.889853,平乐园小区,2015.03.10,218,2室1厅1厨1卫,南 北,60.69,35920,https://bj.ke.com/chengjiao/BJCY88784356.html
116.487808,39.889853,平乐园小区,2015.03.11,211,2室1厅1厨1卫,南 北,63.63,33160,https://bj.ke.com/chengjiao/BJCY88977247.html
116.48072,39.884041,磨房南里,2015.03.16,239,2室1厅1厨1卫,南,74.28,32176,https://bj.ke.com/chengjiao/BJCY88558812.html
116.483653,39.88914,禧福汇,2015.03.16,668,3室2厅1厨2卫,南 北,148.68,44929,https://bj.ke.com/chengjiao/BJCY88642129.html
116.487627,39.885395,潘道庙,2015.03.20,260,2室1厅1厨1卫,南,72.89,35670,https://bj.ke.com/chengjiao/BJCY88469793.html
116.483653,39.88914,禧福汇,2015.03.24,460,2室1厅1厨1卫,东 南,102.43,44909,https://bj.ke.com/chengjiao/BJCY89092093.html
116.483653,39.88914,禧福汇,2015.03.26,247,1室0厅1厨1卫,东 北,54.29,45496,https://bj.ke.com/chengjiao/BJCY88526416.html
116.480977,39.886406,磨房北里,2015.03.30,158,1室1厅1厨1卫,南 北,44.88,35205,https://bj.ke.com/chengjiao/BJCY88661985.html
116.48072,39.884041,磨房南里,2015.03.31,232,2室1厅1厨1卫,南 北,66.76,34751,https://bj.ke.com/chengjiao/BJCY89088477.html
116.480977,39.886406,磨房北里,1905/7/7,235-240,#NAME?,暂无数据,64.6,36378-37152,https://bj.ke.com/chengjiao/BJ0000590452.html
116.480977,39.886406,磨房北里,1905/7/7,216-239,3室1厅1厨1卫,西 北,69.16,31232-34558,https://bj.ke.com/chengjiao/BJCY89093749.html
116.483653,39.88914,禧福汇,1905/7/7,618-683,3室2厅1厨2卫,南 北,137,45109-49854,https://bj.ke.com/chengjiao/BJCY89154770.html
116.480977,39.886406,磨房北里,1905/7/7,228-252,2室1厅1厨1卫,东 南,69.78,32674-36113,https://bj.ke.com/chengjiao/BJCY88403473.html
116.48072,39.884041,磨房南里,1905/7/7,251-260,3室1厅1厨1卫,南 北,78,32179-33333,https://bj.ke.com/chengjiao/BJCY88475644.html
116.487808,39.889853,平乐园小区,1905/7/7,186-205,2室1厅1厨1卫,南 北,60.47,30759-33901,https://bj.ke.com/chengjiao/BJCY88820581.html
116.48072,39.884041,磨房南里,1905/7/7,260-265,3室1厅1厨1卫,东 北,89.72,28979-29536,https://bj.ke.com/chengjiao/BJCY88538964.html
116.48072,39.884041,磨房南里,1905/7/7,233-258,2室1厅1厨1卫,南 北,68.8,33866-37500,https://bj.ke.com/chengjiao/BJCY89012058.html
116.487808,39.889853,平乐园小区,1905/7/7,233-258,3室1厅1厨1卫,东北,81.6,28554-31618,https://bj.ke.com/chengjiao/BJCY88835663.html
116.487808,39.889853,平乐园小区,2015.04.07,223,3室1厅1厨1卫,南 西,81.5,27362,https://bj.ke.com/chengjiao/BJCY87468357.html
116.481662,39.878749,松榆东里,2015.04.07,210,2室1厅1厨1卫,南 北,64.7,32457,https://bj.ke.com/chengjiao/BJCY89108512.html
116.487808,39.889853,平乐园小区,2015.04.08,233,3室1厅1厨1卫,东南,81.5,28589,https://bj.ke.com/chengjiao/BJCY88951724.html
116.487808,39.889853,平乐园小区,2015.04.08,208,2室1厅1厨1卫,南 北,59.77,34800,https://bj.ke.com/chengjiao/BJCY88867985.html
116.481662,39.878749,松榆东里,2015.04.09,218,2室1厅1厨1卫,南 北,62.42,34925,https://bj.ke.com/chengjiao/BJCY89001227.html
116.481662,39.878749,松榆东里,2015.04.10,140,1室1厅1厨1卫,西,49.11,28507,https://bj.ke.com/chengjiao/BJCY88636425.html
116.483653,39.88914,禧福汇,2015.04.11,390,2室1厅1厨1卫,西 南,87.59,44526,https://bj.ke.com/chengjiao/BJCY87590436.html
116.483653,39.88914,禧福汇,2015.04.12,720,3室1厅1厨2卫,东 南,135.23,53243,https://bj.ke.com/chengjiao/BJCY86634844.html
116.483653,39.88914,禧福汇,2015.04.12,447,2室1厅1厨1卫,西南,102.43,43640,https://bj.ke.com/chengjiao/BJCY88998741.html
116.487808,39.889853,平乐园小区,2015.04.13,162,1室2厅1厨1卫,南,51.91,31208,https://bj.ke.com/chengjiao/BJCY88559199.html
116.48072,39.884041,磨房南里,2015.04.14,133,1室1厅1厨1卫,南,42,31667,https://bj.ke.com/chengjiao/BJCY89234748.html
116.481662,39.878749,松榆东里,2015.04.16,219,2室1厅1厨1卫,南 北,60.85,35990,https://bj.ke.com/chengjiao/BJCY88994335.html
116.48072,39.884041,磨房南里,2015.04.19,232,2室1厅1厨1卫,西 南,71.85,32289,https://bj.ke.com/chengjiao/BJCY88743242.html
116.487808,39.889853,平乐园小区,2015.04.20,155,1室1厅1厨1卫,南,46.38,33420,https://bj.ke.com/chengjiao/BJCY89118640.html
116.480977,39.886406,磨房北里,2015.04.22,205,2室1厅1厨1卫,东 北,56.79,36098,https://bj.ke.com/chengjiao/BJCY89282719.html
116.483653,39.88914,禧福汇,2015.04.22,590,3室2厅1厨2卫,南 北,133.17,44304,https://bj.ke.com/chengjiao/BJCY89185015.html
116.487808,39.889853,平乐园小区,2015.04.23,149,1室1厅1厨1卫,南 北,47.17,31588,https://bj.ke.com/chengjiao/BJCY88892817.html
116.481662,39.878749,松榆东里,2015.04.23,145,1室1厅1厨1卫,南 北,40.54,35767,https://bj.ke.com/chengjiao/BJCY88942126.html
116.481662,39.878749,松榆东里,2015.04.25,208,2室1厅1厨1卫,东 南,58.1,35800,https://bj.ke.com/chengjiao/BJCY89252366.html
116.481662,39.878749,松榆东里,2015.04.25,205,2室1厅1厨1卫,南 北,61.05,33579,https://bj.ke.com/chengjiao/BJCY89298983.html
116.487808,39.889853,平乐园小区,2015.04.26,179,1室1厅1厨1卫,南 北,48.27,37083,https://bj.ke.com/chengjiao/BJCY89349321.html
116.481662,39.878749,松榆东里,2015.04.26,150,1室1厅1厨1卫,南,48.46,30953,https://bj.ke.com/chengjiao/BJCY89338810.html
116.480977,39.886406,磨房北里,2015.04.26,153,1室1厅1厨1卫,南,43.81,34924,https://bj.ke.com/chengjiao/BJCY89115845.html
116.483653,39.88914,禧福汇,2015.04.26,910,3室2厅1厨2卫,东 南 北,192.52,47268,https://bj.ke.com/chengjiao/BJCY88538508.html
116.480977,39.886406,磨房北里,2015.04.27,156,1室1厅1厨1卫,南,43.62,35763,https://bj.ke.com/chengjiao/BJCY89014762.html
116.48072,39.884041,磨房南里,2015.04.30,180,1室1厅1厨1卫,南 北,57.83,31126,https://bj.ke.com/chengjiao/BJCY89164364.html
116.487808,39.889853,平乐园小区,2015.04.30,220,2室1厅1厨1卫,南 北,60.97,36083,https://bj.ke.com/chengjiao/BJCY89304301.html
116.481662,39.878749,松榆东里,1905/7/7,143-158,1室1厅1厨1卫,南,42,34048-37619,https://bj.ke.com/chengjiao/BJCY89209893.html
116.480977,39.886406,磨房北里,1905/7/7,200-221,#NAME?,暂无数据,57.54,34758-38408,https://bj.ke.com/chengjiao/BJ0000698287.html
116.483653,39.88914,禧福汇,1905/7/7,385-426,2室2厅1厨1卫,西 南,87.7,43900-48575,https://bj.ke.com/chengjiao/BJCY89357281.html
116.483653,39.88914,禧福汇,1905/7/7,521-530,#NAME?,暂无数据,120.46,43251-43998,https://bj.ke.com/chengjiao/BJ0000699506.html
116.487808,39.889853,平乐园小区,1905/7/7,255-260,#NAME?,暂无数据,78.55,32463-33100,https://bj.ke.com/chengjiao/BJ0000590695.html
116.480977,39.886406,磨房北里,1905/7/7,157-174,1室1厅1厨1卫,南,46.36,33865-37532,https://bj.ke.com/chengjiao/BJCY89343206.html
116.483653,39.88914,禧福汇,1905/7/7,665-735,3室2厅1厨2卫,南 北,148,44932-49662,https://bj.ke.com/chengjiao/BJCY89101242.html
116.487808,39.889853,平乐园小区,1905/7/7,160-165,1室1厅1厨1卫,南,51.91,30823-31786,https://bj.ke.com/chengjiao/BJCY89190081.html
116.487808,39.889853,平乐园小区,1905/7/7,171-189,2室1厅1厨1卫,南 北,57,30000-33158,https://bj.ke.com/chengjiao/BJCY91065736.html
116.480977,39.886406,磨房北里,1905/7/7,209-231,3室1厅1厨1卫,西北,69,30290-33478,https://bj.ke.com/chengjiao/BJCY89094479.html
116.483653,39.88914,禧福汇,1905/7/7,200-211,1室0厅1厨1卫,南,45,44444-46889,https://bj.ke.com/chengjiao/BJCY88513700.html
116.483653,39.88914,禧福汇,2015.05.01,590,3室2厅1厨2卫,南 北,134.1,43997,https://bj.ke.com/chengjiao/BJCY87623979.html
116.487808,39.889853,平乐园小区,2015.05.03,210,2室1厅1厨1卫,西 南,62.92,33376,https://bj.ke.com/chengjiao/BJCY89282895.html
116.483653,39.88914,禧福汇,2015.05.03,475,2室1厅1厨1卫,西 南,96.07,49443,https://bj.ke.com/chengjiao/BJCY89105286.html
116.483653,39.88914,禧福汇,2015.05.05,388,2室1厅1厨1卫,西南,87.59,44297,https://bj.ke.com/chengjiao/BJCY87717384.html
116.487808,39.889853,平乐园小区,2015.05.05,155,1室1厅1厨1卫,南,46.82,33106,https://bj.ke.com/chengjiao/BJCY89354477.html
116.48072,39.884041,磨房南里,2015.05.08,182,1室1厅1厨1卫,西 南,58.5,31111,https://bj.ke.com/chengjiao/BJCY88370136.html
116.487808,39.889853,平乐园小区,2015.05.09,250,3室1厅1厨1卫,南 北,72.26,34597,https://bj.ke.com/chengjiao/BJCY88340343.html
116.483653,39.88914,禧福汇,2015.05.09,565,3室2厅1厨2卫,南 北,134.1,42133,https://bj.ke.com/chengjiao/BJCY89194252.html
116.481662,39.878749,松榆东里,2015.05.09,118,1室1厅1厨1卫,东 西,40.34,29251,https://bj.ke.com/chengjiao/BJCY89264687.html
116.487808,39.889853,平乐园小区,2015.05.13,214,2室1厅1厨1卫,南 北,61.69,34690,https://bj.ke.com/chengjiao/BJCY89059252.html
116.480977,39.886406,磨房北里,2015.05.15,143,1室1厅1厨1卫,南,43.59,32806,https://bj.ke.com/chengjiao/BJCY88906355.html
116.481662,39.878749,松榆东里,2015.05.16,230,3室1厅1厨1卫,南 西,73.72,31199,https://bj.ke.com/chengjiao/BJCY88793029.html
116.487808,39.889853,平乐园小区,2015.05.16,193,2室1厅1厨1卫,西南,60.71,31790,https://bj.ke.com/chengjiao/BJCY89294082.html
116.487808,39.889853,平乐园小区,2015.05.22,145,1室1厅1厨1卫,东 西,47.17,30740,https://bj.ke.com/chengjiao/BJCY88915993.html
116.481662,39.878749,松榆东里,2015.05.24,153,1室1厅1厨1卫,南 北,45.51,33619,https://bj.ke.com/chengjiao/BJCY89438841.html
116.481662,39.878749,松榆东里,2015.05.24,182,2室1厅1厨1卫,东 西,57.61,31592,https://bj.ke.com/chengjiao/BJCY89214110.html
116.48072,39.884041,磨房南里,2015.05.24,310,3室2厅1厨1卫,南 北,89.83,34510,https://bj.ke.com/chengjiao/BJCY89434231.html
116.484172,39.889913,西大望路甲27号院,2015.05.25,160,2室1厅1厨1卫,南 北,56.37,28384,https://bj.ke.com/chengjiao/BJCY89524349.html
116.480977,39.886406,磨房北里,2015.05.27,250,2室1厅1厨1卫,南 北,64.6,38700,https://bj.ke.com/chengjiao/BJCY89527293.html
116.481662,39.878749,松榆东里,2015.05.28,148,1室0厅1厨1卫,东,49,30204,https://bj.ke.com/chengjiao/BJCY89173149.html
116.483653,39.88914,禧福汇,2015.05.30,487,2室1厅1厨1卫,西 北,96.44,50498,https://bj.ke.com/chengjiao/BJCY89032422.html
116.48072,39.884041,磨房南里,2015.05.30,265,3室1厅1厨1卫,西 北,89.72,29536,https://bj.ke.com/chengjiao/BJCY89151580.html
116.487808,39.889853,平乐园小区,2015.05.31,163,1室2厅1厨1卫,南,51.31,31768,https://bj.ke.com/chengjiao/BJCY89311755.html
116.487808,39.889853,平乐园小区,2015.05.31,219,2室1厅1厨1卫,南 北,60.52,36186,https://bj.ke.com/chengjiao/BJCY89531206.html
116.481662,39.878749,松榆东里,1905/7/7,260-271,#NAME?,暂无数据,73.16,35539-37042,https://bj.ke.com/chengjiao/BJ0000746963.html
116.48072,39.884041,磨房南里,1905/7/7,236-245,#NAME?,暂无数据,70.03,33700-34985,https://bj.ke.com/chengjiao/BJ0000746962.html
116.483653,39.88914,禧福汇,1905/7/7,453-500,2室2厅1厨1卫,西 北,96,47188-52083,https://bj.ke.com/chengjiao/BJCY89132850.html
116.480977,39.886406,磨房北里,1905/7/7,216-239,2室1厅1厨1卫,南 北,59.85,36090-39933,https://bj.ke.com/chengjiao/BJCY89708426.html
116.481662,39.878749,松榆东里,2015.06.06,228,2室1厅1厨1卫,南,63.88,35692,https://bj.ke.com/chengjiao/BJCY89542103.html
116.480977,39.886406,磨房北里,2015.06.07,185,2室1厅1厨1卫,南 北,56.67,32645,https://bj.ke.com/chengjiao/BJCY89369764.html
116.480977,39.886406,磨房北里,2015.06.10,165,1室1厅1厨1卫,南,47.12,35017,https://bj.ke.com/chengjiao/BJCY89468138.html
116.481662,39.878749,松榆东里,2015.06.13,170,2室1厅1厨1卫,南 北,53.59,31722,https://bj.ke.com/chengjiao/BJCY89058521.html
116.48072,39.884041,磨房南里,2015.06.21,144,1室1厅1厨1卫,东,44.01,32720,https://bj.ke.com/chengjiao/BJCY89637331.html
116.483653,39.88914,禧福汇,2015.06.25,20,车位,南,25.88,7728,https://bj.ke.com/chengjiao/BJCY89685863.html
116.487808,39.889853,平乐园小区,2015.06.28,190,1室1厅1厨1卫,南,53.4,35581,https://bj.ke.com/chengjiao/BJCY89673083.html
116.483653,39.88914,禧福汇,2015.06.30,640,3室2厅1厨2卫,南 北,137.3,46613,https://bj.ke.com/chengjiao/BJCY89342454.html
116.480977,39.886406,磨房北里,1905/7/7,220-225,#NAME?,暂无数据,60.75,36214-37037,https://bj.ke.com/chengjiao/BJ0000806579.html
116.483653,39.88914,禧福汇,1905/7/7,760-781,3室2厅1厨2卫,南 北,161,47205-48509,https://bj.ke.com/chengjiao/BJCY88999149.html
116.480977,39.886406,磨房北里,1905/7/7,235-240,2室1厅1厨1卫,南 北,65.61,35818-36580,https://bj.ke.com/chengjiao/BJCY89196065.html
116.480977,39.886406,磨房北里,1905/7/7,215-220,2室1厅1厨1卫,南 北 东,55.25,38914-39819,https://bj.ke.com/chengjiao/BJCY89658223.html
116.483653,39.88914,禧福汇,1905/7/7,470-475,2室2厅1厨1卫,东 南,102.43,45885-46373,https://bj.ke.com/chengjiao/BJCY89325818.html
116.487627,39.885395,潘道庙,1905/7/7,247-273,2室1厅1厨1卫,南,72.89,33887-37454,https://bj.ke.com/chengjiao/BJCY89644275.html
116.481662,39.878749,松榆东里,2015.07.01,237,3室1厅1厨1卫,东 南,75.18,31524,https://bj.ke.com/chengjiao/BJCY87967980.html
116.480977,39.886406,磨房北里,2015.07.02,164,1室1厅1厨1卫,南 西,47.16,34775,https://bj.ke.com/chengjiao/BJCY89442885.html
116.48072,39.884041,磨房南里,2015.07.04,180,2室1厅1厨1卫,南,57.73,31180,https://bj.ke.com/chengjiao/BJCY89679805.html
116.481662,39.878749,松榆东里,2015.07.05,159,1室1厅1厨1卫,南,47.06,33787,https://bj.ke.com/chengjiao/BJCY89700811.html
116.481662,39.878749,松榆东里,2015.07.08,145,1室1厅1厨1卫,南,41.32,35092,https://bj.ke.com/chengjiao/BJCY88800401.html
116.48072,39.884041,磨房南里,2015.07.11,176,1室1厅1厨1卫,西南,60.11,29280,https://bj.ke.com/chengjiao/BJCY89013492.html
116.481662,39.878749,松榆东里,2015.07.12,232,2室1厅1厨1卫,西,73.58,31530,https://bj.ke.com/chengjiao/BJCY89519683.html
116.481662,39.878749,松榆东里,2015.07.12,160,1室1厅1厨1卫,南 北,47.08,33985,https://bj.ke.com/chengjiao/BJCY89775393.html
116.483653,39.88914,禧福汇,2015.07.13,458,2室1厅1厨1卫,西 南,96.74,47343,https://bj.ke.com/chengjiao/BJCY89053628.html
116.480977,39.886406,磨房北里,2015.07.13,160,1室1厅1厨1卫,南,43.2,37037,https://bj.ke.com/chengjiao/BJCY89566074.html
116.481662,39.878749,松榆东里,2015.07.14,166,1室1厅1厨1卫,南,47.06,35274,https://bj.ke.com/chengjiao/BJCY89595679.html
116.481662,39.878749,松榆东里,2015.07.16,183,2室1厅1厨1卫,东 西,55.97,32696,https://bj.ke.com/chengjiao/BJCY89790101.html
116.48072,39.884041,磨房南里,2015.07.19,256,3室1厅1厨1卫,南 北,78.39,32657,https://bj.ke.com/chengjiao/BJCY89632392.html
116.480977,39.886406,磨房北里,2015.07.26,235,2室1厅1厨1卫,南 北,65.61,35818,https://bj.ke.com/chengjiao/BJCY89702467.html
116.481662,39.878749,松榆东里,2015.07.27,199,2室1厅1厨1卫,南,56.03,35517,https://bj.ke.com/chengjiao/BJCY89702838.html
116.487808,39.889853,平乐园小区,2015.07.29,150,1室1厅1厨1卫,南,46.3,32397,https://bj.ke.com/chengjiao/BJCY89637897.html
116.487627,39.885395,潘道庙,2015.07.31,270,2室1厅1厨1卫,南 北,71.47,37778,https://bj.ke.com/chengjiao/BJCY89644264.html
116.487808,39.889853,平乐园小区,1905/7/7,145-160,1室1厅1厨1卫,南,47.48,30539-33698,https://bj.ke.com/chengjiao/BJCY89982650.html
116.481662,39.878749,松榆东里,1905/7/7,146-161,1室1厅1厨1卫,西北,46.7,31263-34475,https://bj.ke.com/chengjiao/BJCY89595352.html
116.487808,39.889853,平乐园小区,1905/7/7,151-166,1室1厅1厨1卫,南,45.94,32869-36134,https://bj.ke.com/chengjiao/BJCY89621435.html
116.480977,39.886406,磨房北里,1905/7/7,261-288,2室1厅1厨1卫,南,71.9,36300-40056,https://bj.ke.com/chengjiao/BJCY89796104.html
116.48072,39.884041,磨房南里,1905/7/7,265-270,2室1厅1厨1卫,东 南,70.3,37696-38407,https://bj.ke.com/chengjiao/BJCY89892846.html
116.480977,39.886406,磨房北里,1905/7/7,200-221,2室1厅1厨1卫,西 北,64.16,31172-34445,https://bj.ke.com/chengjiao/BJCY89255815.html
116.481662,39.878749,松榆东里,1905/7/7,170-187,2室1厅1厨1卫,南 北,55,30909-34000,https://bj.ke.com/chengjiao/BJCY89146721.html
116.487808,39.889853,平乐园小区,1905/7/7,143-158,1室1厅1厨1卫,南,47.48,30118-33277,https://bj.ke.com/chengjiao/BJCY89430769.html
116.480977,39.886406,磨房北里,2015.08.01,194,2室1厅1厨1卫,东 北,56.79,34161,https://bj.ke.com/chengjiao/BJCY89605826.html
116.487808,39.889853,平乐园小区,2015.08.02,214,2室1厅1厨1卫,南 北,61.55,34768,https://bj.ke.com/chengjiao/BJCY89882759.html
116.480977,39.886406,磨房北里,2015.08.03,180,2室1厅1厨1卫,南 北,50.93,35343,https://bj.ke.com/chengjiao/BJCY89949626.html
116.487808,39.889853,平乐园小区,2015.08.10,235,2室1厅1厨1卫,南 北,61.27,38355,https://bj.ke.com/chengjiao/BJCY89973598.html
116.487808,39.889853,平乐园小区,2015.08.11,222,2室1厅1厨1卫,南 北,61.55,36068,https://bj.ke.com/chengjiao/BJCY89626118.html
116.483653,39.88914,禧福汇,2015.08.11,690,3室2厅1厨2卫,南,135.23,51024,https://bj.ke.com/chengjiao/BJCY90004920.html
116.483653,39.88914,禧福汇,2015.08.14,679,3室2厅1厨2卫,南 北,137.3,49454,https://bj.ke.com/chengjiao/BJCY89678801.html
116.483653,39.88914,禧福汇,2015.08.15,718,3室2厅1厨2卫,南,135.23,53095,https://bj.ke.com/chengjiao/BJCY90012228.html
116.481662,39.878749,松榆东里,2015.08.15,159,1室1厅1厨1卫,南,44.94,35381,https://bj.ke.com/chengjiao/BJCY89890134.html
116.483653,39.88914,禧福汇,2015.08.16,527,2室1厅1厨1卫,东 南,98.54,53481,https://bj.ke.com/chengjiao/BJCY89913028.html
116.483653,39.88914,禧福汇,2015.08.19,600,3室1厅1厨2卫,南 北,134.1,44743,https://bj.ke.com/chengjiao/BJCY88477123.html
116.487627,39.885395,潘道庙,2015.08.20,261,2室1厅1厨1卫,南,72.89,35807,https://bj.ke.com/chengjiao/BJCY89888851.html
116.487808,39.889853,平乐园小区,2015.08.20,151,1室1厅1厨1卫,南,46.43,32522,https://bj.ke.com/chengjiao/BJCY89897808.html
116.481662,39.878749,松榆东里,2015.08.23,204,2室1厅1厨1卫,南 北,59.12,34506,https://bj.ke.com/chengjiao/BJCY89585293.html
116.481662,39.878749,松榆东里,2015.08.23,190,2室1厅1厨1卫,南 北,64.7,29366,https://bj.ke.com/chengjiao/BJCY89369648.html
116.481662,39.878749,松榆东里,2015.08.23,154,1室1厅1厨1卫,南,46.03,33456,https://bj.ke.com/chengjiao/BJCY89558163.html
116.481662,39.878749,松榆东里,2015.08.23,145,1室1厅1厨1卫,南,39.54,36672,https://bj.ke.com/chengjiao/BJCY90103921.html
116.481662,39.878749,松榆东里,2015.08.23,194,2室1厅1厨1卫,南 北,57.25,33886,https://bj.ke.com/chengjiao/BJCY90066274.html
116.487808,39.889853,平乐园小区,2015.08.26,146,1室1厅1厨1卫,南,46.39,31472,https://bj.ke.com/chengjiao/BJCY89850573.html
116.480977,39.886406,磨房北里,2015.08.28,154,1室1厅1厨1卫,东 西,45.08,34161,https://bj.ke.com/chengjiao/BJCY89669864.html
116.480977,39.886406,磨房北里,2015.08.30,169,1室1厅1厨1卫,南 西,46.36,36454,https://bj.ke.com/chengjiao/BJCY90004921.html
116.480977,39.886406,磨房北里,1905/7/7,200-211,2室1厅1厨1卫,南,54,37037-39074,https://bj.ke.com/chengjiao/BJCY89675657.html
116.487808,39.889853,平乐园小区,1905/7/7,222-245,2室1厅1厨1卫,南 北,62.38,35588-39275,https://bj.ke.com/chengjiao/BJCY89705189.html
116.487808,39.889853,平乐园小区,1905/7/7,185-205,2室1厅1厨1卫,南 西,57,32456-35965,https://bj.ke.com/chengjiao/BJCY89998419.html
116.487808,39.889853,平乐园小区,1905/7/7,143-158,1室1厅1厨1卫,南,46.3,30886-34125,https://bj.ke.com/chengjiao/BJCY89727650.html
116.480977,39.886406,磨房北里,1905/7/7,221-230,2室1厅1厨1卫,南 北,59,37458-38983,https://bj.ke.com/chengjiao/BJCY89999040.html
116.487808,39.889853,平乐园小区,1905/7/7,147-162,1室1厅1厨1卫,南 北,47.17,31164-34344,https://bj.ke.com/chengjiao/BJCY90578349.html
116.480977,39.886406,磨房北里,1905/7/7,161-170,1室1厅1厨1卫,南,43.02,37424-39517,https://bj.ke.com/chengjiao/BJCY90081020.html
116.480977,39.886406,磨房北里,1905/7/7,150-155,1室1厅1厨1卫,南,46,32609-33696,https://bj.ke.com/chengjiao/BJCY89645277.html
116.480977,39.886406,磨房北里,2015.09.04,198,2室1厅1厨1卫,东 北,56.79,34865,https://bj.ke.com/chengjiao/BJCY90183573.html
116.487808,39.889853,平乐园小区,2015.09.07,147,1室1厅1厨1卫,南,47.53,30928,https://bj.ke.com/chengjiao/BJCY89624952.html
116.481662,39.878749,松榆东里,2015.09.07,223,2室1厅1厨1卫,东南,63.8,34953,https://bj.ke.com/chengjiao/BJCY89315194.html
116.480977,39.886406,磨房北里,2015.09.14,242,2室1厅1厨1卫,南 北,66.45,36418,https://bj.ke.com/chengjiao/BJCY90198026.html
116.487808,39.889853,平乐园小区,2015.09.17,195,2室1厅1厨1卫,南 北,59.77,32625,https://bj.ke.com/chengjiao/BJCY89474110.html
116.483653,39.88914,禧福汇,2015.09.20,780,3室2厅1厨2卫,南 北,147.91,52735,https://bj.ke.com/chengjiao/BJCY89990949.html
116.480977,39.886406,磨房北里,2015.09.20,188,2室1厅1厨1卫,南 北,56.67,33175,https://bj.ke.com/chengjiao/BJCY90081269.html
116.480977,39.886406,磨房北里,2015.09.20,256,3室1厅1厨1卫,南 北,75.41,33948,https://bj.ke.com/chengjiao/BJCY90156618.html
116.480977,39.886406,磨房北里,2015.09.20,168,1室1厅1厨1卫,南,47.16,35623,https://bj.ke.com/chengjiao/BJCY90260114.html
116.48072,39.884041,磨房南里,2015.09.23,234,2室1厅1厨1卫,南 北,67.66,34585,https://bj.ke.com/chengjiao/BJCY90174664.html
116.483653,39.88914,禧福汇,2015.09.24,522,2室1厅1厨1卫,东 南,98.54,52973,https://bj.ke.com/chengjiao/BJCY89582172.html
116.480977,39.886406,磨房北里,2015.09.29,174,1室1厅1厨1卫,南,46.76,37211,https://bj.ke.com/chengjiao/BJCY90374958.html
116.483653,39.88914,禧福汇,2015.09.30,512,2室2厅1厨1卫,西南,102.43,49985,https://bj.ke.com/chengjiao/BJCY90337315.html
116.480977,39.886406,磨房北里,1905/7/7,191-200,#NAME?,暂无数据,58.86,32450-33979,https://bj.ke.com/chengjiao/BJ0001248475.html
116.487808,39.889853,平乐园小区,1905/7/7,155-160,#NAME?,暂无数据,46.39,33412-34490,https://bj.ke.com/chengjiao/BJ0001427931.html
116.481662,39.878749,松榆东里,1905/7/7,138-153,1室1厅1厨1卫,南,44.95,30701-34038,https://bj.ke.com/chengjiao/BJCY89880351.html
116.481662,39.878749,松榆东里,1905/7/7,211-234,2室1厅1厨1卫,东 南,62.82,33588-37249,https://bj.ke.com/chengjiao/BJCY90579555.html
116.480977,39.886406,磨房北里,1905/7/7,200-205,2室1厅1厨1卫,南,57.7,34662-35529,https://bj.ke.com/chengjiao/BJCY90040938.html
116.481662,39.878749,松榆东里,2015.10.03,149,1室1厅1厨1卫,南 北,39.94,37306,https://bj.ke.com/chengjiao/BJCY90528883.html
116.480977,39.886406,磨房北里,2015.10.03,165,1室1厅1厨1卫,南,42.63,38705,https://bj.ke.com/chengjiao/BJCY90435188.html
116.481662,39.878749,松榆东里,2015.10.07,215,2室1厅1厨1卫,南 北,58.46,36777,https://bj.ke.com/chengjiao/BJCY90167179.html
116.487808,39.889853,平乐园小区,2015.10.07,149,1室1厅1厨1卫,南 北,46.47,32064,https://bj.ke.com/chengjiao/BJCY90306936.html
116.480977,39.886406,磨房北里,2015.10.08,215,2室1厅1厨1卫,南 北,56.01,38386,https://bj.ke.com/chengjiao/BJCY90390319.html
116.481662,39.878749,松榆东里,2015.10.11,153,1室1厅1厨1卫,西,47.66,32102,https://bj.ke.com/chengjiao/BJCY90339474.html
116.483653,39.88914,禧福汇,2015.10.11,430,2室1厅1厨1卫,南 西,87.59,49092,https://bj.ke.com/chengjiao/BJCY90171318.html
116.481662,39.878749,松榆东里,2015.10.11,211,2室1厅1厨1卫,南 北,58.01,36373,https://bj.ke.com/chengjiao/BJCY90513071.html
116.480977,39.886406,磨房北里,2015.10.11,215,2室1厅1厨1卫,南,59.14,36354,https://bj.ke.com/chengjiao/BJCY90564392.html
